1.2450e-06 2.9273e+05
2.4816e-06 1.6237e+05
4.5308e-06 2.4325e+04
7.1163e-06 -5.1603e+04
9.8891e-06 -6.2934e+04
1.2475e-05 -4.6347e+04
1.4524e-05 -3.0382e+04
1.5760e-05 -2.2365e+04
1.6361e-05 -1.9080e+04
1.7597e-05 -1.3464e+04
1.9647e-05 -6.9982e+03
2.2232e-05 -2.5344e+03
2.5005e-05 -5.7447e+02
2.7590e-05 -6.5483e+01
2.9640e-05 -2.2087e+00
3.0876e-05 -3.2130e-03
3.1476e-05 0.0000e+00
3.2713e-05 0.0000e+00
3.4762e-05 0.0000e+00
3.7348e-05 0.0000e+00
4.0120e-05 0.0000e+00
4.2706e-05 0.0000e+00
4.4755e-05 0.0000e+00
4.5992e-05 0.0000e+00
4.6592e-05 0.0000e+00
4.7829e-05 0.0000e+00
4.9878e-05 0.0000e+00
5.2463e-05 0.0000e+00
5.5236e-05 0.0000e+00
5.7822e-05 0.0000e+00
5.9871e-05 0.0000e+00
6.1108e-05 0.0000e+00
6.1708e-05 0.0000e+00
6.2944e-05 0.0000e+00
6.4994e-05 0.0000e+00
6.7579e-05 0.0000e+00
7.0352e-05 0.0000e+00
7.2937e-05 0.0000e+00
7.4987e-05 0.0000e+00
7.6223e-05 0.0000e+00
7.6824e-05 0.0000e+00
7.8060e-05 0.0000e+00
8.0109e-05 0.0000e+00
8.2695e-05 0.0000e+00
8.5468e-05 0.0000e+00
8.8053e-05 0.0000e+00
9.0102e-05 0.0000e+00
9.1339e-05 0.0000e+00

1.2450e-06 1.2430e+04
2.4816e-06 5.0049e+04
4.5308e-06 7.4016e+04
7.1163e-06 6.0912e+04
9.8891e-06 2.4111e+04
1.2475e-05 -9.7027e+03
1.4524e-05 -2.8205e+04
1.5760e-05 -3.4864e+04
1.6361e-05 -3.6934e+04
1.7597e-05 -3.9158e+04
1.9647e-05 -3.8152e+04
2.2232e-05 -3.1717e+04
2.5005e-05 -2.2370e+04
2.7590e-05 -1.4157e+04
2.9640e-05 -9.0163e+03
3.0876e-05 -6.6268e+03
3.1476e-05 -5.6534e+03
3.2713e-05 -3.9893e+03
3.4762e-05 -2.0735e+03
3.7348e-05 -7.5094e+02
4.0120e-05 -1.7021e+02
4.2706e-05 -1.9402e+01
4.4755e-05 -6.5443e-01
4.5992e-05 -9.5199e-04
4.6592e-05 0.0000e+00
4.7829e-05 0.0000e+00
4.9878e-05 0.0000e+00
5.2463e-05 0.0000e+00
5.5236e-05 0.0000e+00
5.7822e-05 0.0000e+00
5.9871e-05 0.0000e+00
6.1108e-05 0.0000e+00
6.1708e-05 0.0000e+00
6.2944e-05 0.0000e+00
6.4994e-05 0.0000e+00
6.7579e-05 0.0000e+00
7.0352e-05 0.0000e+00
7.2937e-05 0.0000e+00
7.4987e-05 0.0000e+00
7.6223e-05 0.0000e+00
7.6824e-05 0.0000e+00
7.8060e-05 0.0000e+00
8.0109e-05 0.0000e+00
8.2695e-05 0.0000e+00
8.5468e-05 0.0000e+00
8.8053e-05 0.0000e+00
9.0102e-05 0.0000e+00
9.1339e-05 0.0000e+00

1.2450e-06 1.2683e+02
2.4816e-06 2.9532e+03
4.5308e-06 1.2986e+04
7.1163e-06 2.8287e+04
9.8891e-06 4.0113e+04
1.2475e-05 4.2351e+04
1.4524e-05 3.7355e+04
1.5760e-05 3.1818e+04
1.6361e-05 2.8598e+04
1.7597e-05 2.1198e+04
1.9647e-05 7.8458e+03
2.2232e-05 -8.3192e+03
2.5005e-05 -2.1827e+04
2.7590e-05 -2.9169e+04
2.9640e-05 -3.1141e+04
3.0876e-05 -3.0845e+04
3.1476e-05 -3.0360e+04
3.2713e-05 -2.8789e+04
3.4762e-05 -2.4976e+04
3.7348e-05 -1.9114e+04
4.0120e-05 -1.2872e+04
4.2706e-05 -7.9962e+03
4.4755e-05 -5.0728e+03
4.5992e-05 -3.7276e+03
4.6592e-05 -3.1800e+03
4.7829e-05 -2.2440e+03
4.9878e-05 -1.1664e+03
5.2463e-05 -4.2240e+02
5.5236e-05 -9.5745e+01
5.7822e-05 -1.0914e+01
5.9871e-05 -3.6812e-01
6.1108e-05 -5.3550e-04
6.1708e-05 0.0000e+00
6.2944e-05 0.0000e+00
6.4994e-05 0.0000e+00
6.7579e-05 0.0000e+00
7.0352e-05 0.0000e+00
7.2937e-05 0.0000e+00
7.4987e-05 0.0000e+00
7.6223e-05 0.0000e+00
7.6824e-05 0.0000e+00
7.8060e-05 0.0000e+00
8.0109e-05 0.0000e+00
8.2695e-05 0.0000e+00
8.5468e-05 0.0000e+00
8.8053e-05 0.0000e+00
9.0102e-05 0.0000e+00
9.1339e-05 0.0000e+00

1.2450e-06 4.2663e-01
2.4816e-06 5.4571e+01
4.5308e-06 6.3639e+02
7.1163e-06 2.8776e+03
9.8891e-06 7.5638e+03
1.2475e-05 1.3813e+04
1.4524e-05 1.9472e+04
1.5760e-05 2.2867e+04
1.6361e-05 2.4435e+04
1.7597e-05 2.7364e+04
1.9647e-05 3.0889e+04
2.2232e-05 3.2111e+04
2.5005e-05 2.8767e+04
2.7590e-05 2.1441e+04
2.9640e-05 1.3338e+04
3.0876e-05 7.8134e+03
3.1476e-05 5.0416e+03
3.2713e-05 -7.0199e+02
3.4762e-05 -9.7998e+03
3.7348e-05 -1.9414e+04
4.0120e-05 -2.6236e+04
4.2706e-05 -2.8833e+04
4.4755e-05 -2.8407e+04
4.5992e-05 -2.7244e+04
4.6592e-05 -2.6479e+04
4.7829e-05 -2.4577e+04
4.9878e-05 -2.0784e+04
5.2463e-05 -1.5582e+04
5.5236e-05 -1.0364e+04
5.7822e-05 -6.4045e+03
5.9871e-05 -4.0585e+03
6.1108e-05 -2.9820e+03
6.1708e-05 -2.5440e+03
6.2944e-05 -1.7952e+03
6.4994e-05 -9.3310e+02
6.7579e-05 -3.3792e+02
7.0352e-05 -7.6596e+01
7.2937e-05 -8.7310e+00
7.4987e-05 -2.9449e-01
7.6223e-05 -4.2840e-04
7.6824e-05 0.0000e+00
7.8060e-05 0.0000e+00
8.0109e-05 0.0000e+00
8.2695e-05 0.0000e+00
8.5468e-05 0.0000e+00
8.8053e-05 0.0000e+00
9.0102e-05 0.0000e+00
9.1339e-05 0.0000e+00

1.2450e-06 4.2840e-04
2.4816e-06 2.9449e-01
4.5308e-06 8.7310e+00
7.1163e-06 7.6596e+01
9.8891e-06 3.3792e+02
1.2475e-05 9.3310e+02
1.4524e-05 1.7952e+03
1.5760e-05 2.5440e+03
1.6361e-05 2.9820e+03
1.7597e-05 4.0586e+03
1.9647e-05 6.4066e+03
2.2232e-05 1.0383e+04
2.5005e-05 1.5666e+04
2.7590e-05 2.1017e+04
2.9640e-05 2.5026e+04
3.0876e-05 2.7115e+04
3.1476e-05 2.7990e+04
3.2713e-05 2.9422e+04
3.4762e-05 3.0433e+04
3.7348e-05 2.8819e+04
4.0120e-05 2.3274e+04
4.2706e-05 1.4899e+04
4.4755e-05 6.6593e+03
4.5992e-05 1.3130e+03
4.6592e-05 -1.3130e+03
4.7829e-05 -6.6593e+03
4.9878e-05 -1.4899e+04
5.2463e-05 -2.3274e+04
5.5236e-05 -2.8819e+04
5.7822e-05 -3.0433e+04
5.9871e-05 -2.9422e+04
6.1108e-05 -2.7990e+04
6.1708e-05 -2.7115e+04
6.2944e-05 -2.5026e+04
6.4994e-05 -2.1017e+04
6.7579e-05 -1.5666e+04
7.0352e-05 -1.0383e+04
7.2937e-05 -6.4066e+03
7.4987e-05 -4.0586e+03
7.6223e-05 -2.9820e+03
7.6824e-05 -2.5440e+03
7.8060e-05 -1.7952e+03
8.0109e-05 -9.3310e+02
8.2695e-05 -3.3792e+02
8.5468e-05 -7.6596e+01
8.8053e-05 -8.7310e+00
9.0102e-05 -2.9449e-01
9.1339e-05 -4.2840e-04

1.6361e-05 4.2840e-04
1.7597e-05 2.9449e-01
1.9647e-05 8.7310e+00
2.2232e-05 7.6596e+01
2.5005e-05 3.3792e+02
2.7590e-05 9.3310e+02
2.9640e-05 1.7952e+03
3.0876e-05 2.5440e+03
3.1476e-05 2.9820e+03
3.2713e-05 4.0586e+03
3.4762e-05 6.4066e+03
3.7348e-05 1.0383e+04
4.0120e-05 1.5666e+04
4.2706e-05 2.1017e+04
4.4755e-05 2.5026e+04
4.5992e-05 2.7115e+04
4.6592e-05 2.7990e+04
4.7829e-05 2.9422e+04
4.9878e-05 3.0433e+04
5.2463e-05 2.8819e+04
5.5236e-05 2.3274e+04
5.7822e-05 1.4899e+04
5.9871e-05 6.6593e+03
6.1108e-05 1.3130e+03
6.1708e-05 -1.3130e+03
6.2944e-05 -6.6593e+03
6.4994e-05 -1.4899e+04
6.7579e-05 -2.3274e+04
7.0352e-05 -2.8819e+04
7.2937e-05 -3.0433e+04
7.4987e-05 -2.9422e+04
7.6223e-05 -2.7990e+04
7.6824e-05 -2.7115e+04
7.8060e-05 -2.5026e+04
8.0109e-05 -2.1017e+04
8.2695e-05 -1.5666e+04
8.5468e-05 -1.0383e+04
8.8053e-05 -6.4066e+03
9.0102e-05 -4.0586e+03
9.1339e-05 -2.9820e+03
9.1939e-05 -2.5440e+03
9.3176e-05 -1.7952e+03
9.5225e-05 -9.3310e+02
9.7811e-05 -3.3792e+02
1.0058e-04 -7.6596e+01
1.0317e-04 -8.7310e+00
1.0522e-04 -2.9449e-01
1.0645e-04 -4.2840e-04

3.1476e-05 4.2840e-04
3.2713e-05 2.9449e-01
3.4762e-05 8.7310e+00
3.7348e-05 7.6596e+01
4.0120e-05 3.3792e+02
4.2706e-05 9.3310e+02
4.4755e-05 1.7952e+03
4.5992e-05 2.5440e+03
4.6592e-05 2.9820e+03
4.7829e-05 4.0586e+03
4.9878e-05 6.4066e+03
5.2463e-05 1.0383e+04
5.5236e-05 1.5666e+04
5.7822e-05 2.1017e+04
5.9871e-05 2.5026e+04
6.1108e-05 2.7115e+04
6.1708e-05 2.7990e+04
6.2944e-05 2.9422e+04
6.4994e-05 3.0433e+04
6.7579e-05 2.8819e+04
7.0352e-05 2.3274e+04
7.2937e-05 1.4899e+04
7.4987e-05 6.6593e+03
7.6223e-05 1.3130e+03
7.6824e-05 -1.3130e+03
7.8060e-05 -6.6593e+03
8.0109e-05 -1.4899e+04
8.2695e-05 -2.3274e+04
8.5468e-05 -2.8819e+04
8.8053e-05 -3.0433e+04
9.0102e-05 -2.9422e+04
9.1339e-05 -2.7990e+04
9.1939e-05 -2.7115e+04
9.3176e-05 -2.5026e+04
9.5225e-05 -2.1017e+04
9.7811e-05 -1.5666e+04
1.0058e-04 -1.0383e+04
1.0317e-04 -6.4066e+03
1.0522e-04 -4.0586e+03
1.0645e-04 -2.9820e+03
1.0705e-04 -2.5440e+03
1.0829e-04 -1.7952e+03
1.1034e-04 -9.3310e+02
1.1293e-04 -3.3792e+02
1.1570e-04 -7.6596e+01
1.1828e-04 -8.7310e+00
1.2033e-04 -2.9449e-01
1.2157e-04 -4.2840e-04

4.6592e-05 4.2840e-04
4.7829e-05 2.9449e-01
4.9878e-05 8.7310e+00
5.2463e-05 7.6596e+01
5.5236e-05 3.3792e+02
5.7822e-05 9.3310e+02
5.9871e-05 1.7952e+03
6.1108e-05 2.5440e+03
6.1708e-05 2.9820e+03
6.2944e-05 4.0586e+03
6.4994e-05 6.4066e+03
6.7579e-05 1.0383e+04
7.0352e-05 1.5666e+04
7.2937e-05 2.1017e+04
7.4987e-05 2.5026e+04
7.6223e-05 2.7115e+04
7.6824e-05 2.7990e+04
7.8060e-05 2.9422e+04
8.0109e-05 3.0433e+04
8.2695e-05 2.8819e+04
8.5468e-05 2.3274e+04
8.8053e-05 1.4899e+04
9.0102e-05 6.6593e+03
9.1339e-05 1.3130e+03
9.1939e-05 -1.3130e+03
9.3176e-05 -6.6593e+03
9.5225e-05 -1.4899e+04
9.7811e-05 -2.3274e+04
1.0058e-04 -2.8819e+04
1.0317e-04 -3.0433e+04
1.0522e-04 -2.9422e+04
1.0645e-04 -2.7990e+04
1.0705e-04 -2.7115e+04
1.0829e-04 -2.5026e+04
1.1034e-04 -2.1017e+04
1.1293e-04 -1.5666e+04
1.1570e-04 -1.0383e+04
1.1828e-04 -6.4066e+03
1.2033e-04 -4.0586e+03
1.2157e-04 -2.9820e+03
1.2217e-04 -2.5440e+03
1.2341e-04 -1.7952e+03
1.2546e-04 -9.3310e+02
1.2804e-04 -3.3792e+02
1.3081e-04 -7.6596e+01
1.3340e-04 -8.7310e+00
1.3545e-04 -2.9449e-01
1.3669e-04 -4.2840e-04

6.1708e-05 4.2840e-04
6.2944e-05 2.9449e-01
6.4994e-05 8.7310e+00
6.7579e-05 7.6596e+01
7.0352e-05 3.3792e+02
7.2937e-05 9.3310e+02
7.4987e-05 1.7952e+03
7.6223e-05 2.5440e+03
7.6824e-05 2.9820e+03
7.8060e-05 4.0586e+03
8.0109e-05 6.4066e+03
8.2695e-05 1.0383e+04
8.5468e-05 1.5666e+04
8.8053e-05 2.1017e+04
9.0102e-05 2.5026e+04
9.1339e-05 2.7115e+04
9.1939e-05 2.7990e+04
9.3176e-05 2.9422e+04
9.5225e-05 3.0433e+04
9.7811e-05 2.8819e+04
1.0058e-04 2.3274e+04
1.0317e-04 1.4899e+04
1.0522e-04 6.6593e+03
1.0645e-04 1.3130e+03
1.0705e-04 -1.3130e+03
1.0829e-04 -6.6593e+03
1.1034e-04 -1.4899e+04
1.1293e-04 -2.3274e+04
1.1570e-04 -2.8819e+04
1.1828e-04 -3.0433e+04
1.2033e-04 -2.9422e+04
1.2157e-04 -2.7990e+04
1.2217e-04 -2.7115e+04
1.2341e-04 -2.5026e+04
1.2546e-04 -2.1017e+04
1.2804e-04 -1.5666e+04
1.3081e-04 -1.0383e+04
1.3340e-04 -6.4066e+03
1.3545e-04 -4.0586e+03
1.3669e-04 -2.9820e+03
1.3729e-04 -2.5440e+03
1.3852e-04 -1.7952e+03
1.4057e-04 -9.3310e+02
1.4316e-04 -3.3792e+02
1.4593e-04 -7.6596e+01
1.4852e-04 -8.7310e+00
1.5057e-04 -2.9449e-01
1.5180e-04 -4.2840e-04

7.6824e-05 4.2840e-04
7.8060e-05 2.9449e-01
8.0109e-05 8.7310e+00
8.2695e-05 7.6596e+01
8.5468e-05 3.3792e+02
8.8053e-05 9.3310e+02
9.0102e-05 1.7952e+03
9.1339e-05 2.5440e+03
9.1939e-05 2.9820e+03
9.3176e-05 4.0586e+03
9.5225e-05 6.4066e+03
9.7811e-05 1.0383e+04
1.0058e-04 1.5666e+04
1.0317e-04 2.1017e+04
1.0522e-04 2.5026e+04
1.0645e-04 2.7115e+04
1.0705e-04 2.7990e+04
1.0829e-04 2.9422e+04
1.1034e-04 3.0433e+04
1.1293e-04 2.8819e+04
1.1570e-04 2.3274e+04
1.1828e-04 1.4899e+04
1.2033e-04 6.6593e+03
1.2157e-04 1.3130e+03
1.2217e-04 -1.3130e+03
1.2341e-04 -6.6593e+03
1.2546e-04 -1.4899e+04
1.2804e-04 -2.3274e+04
1.3081e-04 -2.8819e+04
1.3340e-04 -3.0433e+04
1.3545e-04 -2.9422e+04
1.3669e-04 -2.7990e+04
1.3729e-04 -2.7115e+04
1.3852e-04 -2.5026e+04
1.4057e-04 -2.1017e+04
1.4316e-04 -1.5666e+04
1.4593e-04 -1.0383e+04
1.4852e-04 -6.4066e+03
1.5057e-04 -4.0586e+03
1.5180e-04 -2.9820e+03
